dre,nome,data_inicio,data_fim,cr
745740988,Natal Frayling,2016-12-08,2019-04-18,1.9
550326124,Anthea Elgee,2015-11-17,2019-09-13,4.9
918909687,Gilbertine Albarez,2017-07-29,2018-06-21,7.7
405826009,Shoshanna Dotson,2018-09-04,2017-07-08,9.7
861685158,Lorianne Stoacley,2016-09-02,2016-02-20,0.8
686890797,Byrom Clare,2019-02-21,2018-11-11,3.3
523545830,Jeanne Shooter,2018-04-27,2018-08-17,8.4
339099273,Mitchell Simonich,2018-12-16,2016-09-19,0.1
252905909,Whitby Vasenin,2018-05-12,2017-03-06,9.6
057539622,Nissie Badcock,2015-11-23,2019-06-02,6.7
440860860,Roseanna Tanswill,2017-02-04,2015-11-07,7.7
321792095,Lizabeth Woodthorpe,2016-03-10,2016-10-01,1.4
215143192,Durward Lakeland,2017-08-11,2018-03-26,8.9
139065427,Rozella Kenchington,2018-05-24,2017-10-20,2.2
446428265,Ricardo Mulder,2017-03-16,2017-09-26,8.2
440215816,Bernita Enoksson,2016-02-17,2016-02-23,2.8
805635352,Hewitt Elwell,2018-07-23,2017-05-21,1.6
626483871,Nicolais Allden,2016-04-20,2018-12-29,4.2
184081250,Tally Duthy,2017-01-19,2017-04-06,6.8
711395715,Banky D'Antonio,2018-06-22,2017-05-27,7.6
934097988,Cosette Halwell,2017-05-13,2018-08-27,7.3
063101978,Frans Maggs,2016-09-20,2017-05-22,2.8
264842268,Mabel Doyley,2017-06-27,2016-01-21,8.7
023864597,Juline Hankin,2018-08-21,2017-04-25,0.3
870266222,Lothario Jurick,2018-08-02,2016-08-05,2.9
545801372,Tad Brun,2015-10-22,2018-05-28,10.0
473389198,Artie Figger,2015-10-26,2017-07-07,5.4
490725138,Elias Ponnsett,2019-07-05,2017-07-31,6.7
692165753,Gena Jowsey,2017-04-03,2017-05-12,3.3
633701440,Foss Ronnay,2016-01-17,2018-08-22,2.9
479618424,Robers Ovill,2019-09-29,2017-01-19,2.9
965998983,Riobard Demaine,2019-03-16,2018-08-09,7.4
847018355,Lisetta Swaffer,2018-07-15,2015-12-17,4.5
009454793,Rich Frances,2017-04-15,2016-06-26,0.3
121694151,Burnard Hincham,2018-08-18,2017-12-23,9.8
326311566,Amie Aldridge,2016-07-14,2016-10-26,7.7
029669582,Millicent Shakshaft,2018-05-20,2015-12-11,3.4
347726053,Clementina Mainz,2018-01-05,2019-02-06,8.5
535316672,Lianne Filimore,2017-04-18,2017-06-04,8.0
458049595,Cyb Lyvon,2018-12-21,2015-11-28,8.7
238000447,Dante Vedstra,2016-01-22,2019-03-31,3.9
988004605,Ilario Mazzia,2017-08-23,2018-02-11,5.8
890960331,Lenette Burren,2018-10-15,2017-10-14,8.7
580047801,Mitchael Boc,2017-10-09,2016-06-14,2.7
821178092,Melinde Caven,2016-03-24,2018-08-03,0.3
165548000,Trevar Dinwoodie,2018-03-09,2016-09-19,2.4
850487221,Budd Colclough,2017-06-02,2019-04-05,1.1
113755904,Montgomery Gorstidge,2018-02-28,2016-07-23,5.9
063486669,Jerrie Jeremiah,2019-08-20,2018-04-25,5.8
892332491,Sigfrid O'Shea,2017-04-13,2016-12-17,7.5
766219134,Benedikt Mc Kellen,2016-02-28,2018-06-12,4.9
630165908,Batsheva Poulter,2017-10-06,2017-01-21,5.8
150511079,Sher Broadnicke,2016-04-18,2016-02-26,5.9
232783977,Avrom McNelis,2015-12-12,2018-04-13,1.5
658040352,Torrie Corday,2018-09-12,2018-04-20,7.6
817646361,Halsy Wooding,2018-10-12,2016-04-10,0.6
781683496,Marna Dilger,2019-02-11,2016-05-23,1.9
182831795,Yul Jayme,2018-01-05,2016-11-07,2.4
776202063,Priscella Shotboult,2017-08-02,2017-12-08,6.8
593829491,Aida McGloughlin,2019-07-09,2019-07-02,6.8
394604477,Marji Merrgan,2017-05-25,2017-06-01,6.7
213503437,Pietra Bollin,2018-12-11,2019-08-22,2.5
383539399,Wallache Diack,2018-06-21,2019-03-20,4.2
812920563,Amalie Jobbings,2018-04-22,2019-04-27,2.8
844746529,Catherina Roz,2019-06-16,2019-06-29,0.7
319785710,Anton Simenet,2017-03-20,2018-11-10,3.9
097430592,Jim O'Flaherty,2017-12-31,2017-10-30,9.9
272729555,Jarid Dory,2019-07-08,2016-01-22,8.1
606776653,Dacy Hay,2019-08-08,2019-08-31,9.5
193082402,Avivah Marrion,2016-05-05,2017-04-13,2.4
288508335,Tome Kinchington,2016-12-13,2017-06-11,5.7
811505976,Yul Haime,2019-07-08,2017-04-13,9.8
123500375,Lou Brugman,2016-09-24,2017-04-13,3.6
653093156,Cybil Milley,2018-10-11,2018-06-07,5.9
938897569,Townie Boatswain,2015-10-29,2019-02-07,8.1
889136255,Alyson Pashba,2018-04-10,2017-02-06,8.6
381055087,Manda Jefferys,2019-01-26,2017-11-26,6.7
965627257,Nikkie Gerrans,2017-08-01,2017-08-05,4.7
465368728,Hanan Fuchs,2016-11-20,2017-05-29,5.7
259428234,Trip Southcoat,2017-05-26,2018-06-10,4.2
769279933,Alfonse Exposito,2019-05-20,2017-05-18,5.9
846354948,Nelia Chmiel,2019-02-20,2019-10-07,4.3
482886208,Clevey Dawton,2017-04-11,2018-04-11,3.9
035390016,Casey Oxtoby,2019-02-09,2019-03-17,5.5
977535664,Jeanelle Whild,2018-12-26,2019-07-28,0.4
589787114,Harrietta Kedie,2017-07-12,2016-11-24,9.1
113449046,Letitia Shilleto,2019-04-04,2018-07-16,2.6
490555328,Maddie Knipe,2018-06-01,2017-09-06,0.3
064114707,Yoshi Yuryichev,2018-03-05,2019-10-02,6.1
925135296,Guss Rushbury,2018-09-07,2015-10-24,7.1
125268459,Den De la Harpe,2016-03-23,2016-01-10,4.3
791533121,Flossi Cranstone,2018-11-27,2018-09-03,1.2
590630864,Paige Bratt,2018-09-19,2016-06-05,6.3
743866697,Ailene Storrs,2017-10-31,2016-12-26,10.0
389534128,Herrick Kybbye,2017-05-16,2018-03-05,9.4
727269278,Robyn Daw,2018-08-01,2018-06-20,8.0
357339509,Cortney Lie,2017-09-25,2015-11-16,4.2
519480236,Odilia Ruddiman,2019-10-07,2019-09-09,8.7
830817873,Marten Bercevelo,2016-11-17,2019-02-24,4.3
206743674,Bertrand Grzelak,2018-05-30,2018-08-26,5.6
677576404,Jolene Youdell,2018-05-10,2018-12-20,5.3
003549385,Neddy Crass,2018-12-01,2019-01-15,3.1
180430131,Townsend Shyre,2018-09-13,2017-03-02,3.6
003732563,Brook Gunson,2017-02-02,2019-03-09,8.0
598180997,Louis Silly,2016-02-05,2017-12-04,6.0
604830632,Akim McCrachen,2017-03-22,2016-12-22,7.5
327867870,Roch Wetherill,2019-06-01,2018-10-24,1.8
037992089,Tamera Lydon,2017-12-15,2018-07-09,7.2
357101195,Tracy Heggie,2018-08-17,2017-08-04,6.7
870921376,Lise Rozenbaum,2017-06-18,2018-12-29,8.3
268008424,Wakefield Norwood,2017-05-25,2016-07-25,0.9
890297311,Starr Glenn,2017-11-08,2017-12-30,7.6
630810367,Roldan Lenglet,2018-10-18,2016-09-25,0.8
560191018,Granger Pepall,2017-04-14,2016-04-19,7.7
414848820,Siward Peppard,2015-12-23,2017-01-29,8.9
212896304,Goddard Gimert,2016-01-14,2018-02-13,8.2
246304164,Odelle Budgett,2017-03-23,2018-08-16,8.1
527053681,Emlen Mayman,2016-08-21,2016-12-30,9.2
918406071,Geno Loughan,2015-11-14,2018-12-03,7.3
201351645,Quent Hamner,2017-08-27,2018-07-23,2.0
293523271,Renato Drepp,2018-03-21,2018-01-10,3.1
007382286,Madison Gossan,2016-03-05,2017-12-15,0.7
326229628,Cliff Runsey,2018-08-05,2017-03-31,3.6
421055257,Brietta Grote,2017-12-06,2018-03-03,7.5
377133198,Kingsly Gazzard,2019-09-13,2017-12-06,9.9
797082165,Coleman Warrington,2016-01-30,2018-04-15,3.7
157307436,Kaine Galley,2016-07-02,2017-10-09,7.9
070384731,Cherey Kamena,2018-09-17,2016-12-08,7.1
097112752,Adan Marsy,2017-12-21,2019-09-23,0.2
590964011,Margarethe Been,2017-06-13,2016-02-19,2.6
023819711,Benedikta Kennewell,2016-04-14,2016-12-06,0.3
959355618,Cinderella Ruddom,2017-02-15,2019-09-13,5.3
106029504,Brynne Peploe,2018-09-23,2016-04-13,8.4
033628756,Winfield Padginton,2018-05-13,2019-10-04,4.1
276155047,Ame Ashwood,2016-06-02,2017-08-20,7.9
131678951,Roselia Leighfield,2017-03-05,2017-01-31,2.0
394371947,Drusilla Sesser,2017-08-09,2015-11-06,8.4
716606171,Costa Kolin,2018-06-09,2016-09-26,3.1
574544073,Sheila-kathryn Burrett,2016-12-17,2018-07-10,1.5
072822279,Saxe Dymocke,2016-06-27,2019-08-13,0.3
720951458,Alvy Hugonin,2016-09-16,2018-08-26,5.3
668866578,Dell Coaker,2017-08-14,2019-02-06,2.5
147220840,Burgess Pittet,2018-04-09,2019-01-28,8.6
752386738,Gusti Adran,2016-10-16,2018-12-27,9.0
602853624,Ryan Cattellion,2017-03-18,2017-07-15,2.9
490001901,Dorree Tomkin,2019-07-14,2018-04-13,2.0
958005565,Kelly Wand,2016-08-09,2016-12-30,1.7
088093437,Elia Honisch,2016-02-04,2019-05-26,9.6
529068284,Randell Claeskens,2015-12-17,2017-08-30,8.1
530911927,Katalin Masterton,2019-04-13,2016-10-11,0.5
839107780,Liza Bodycombe,2018-02-14,2017-03-19,2.7
410607003,Marmaduke Yashaev,2019-08-07,2019-02-10,3.5
642255963,Alysa Brayn,2019-10-04,2018-11-25,0.6
515976012,Kris Causnett,2015-10-28,2018-06-20,6.2
565347885,Darrel Appleyard,2019-02-03,2017-04-22,4.2
041306004,Rosemarie Kyllford,2019-01-11,2017-04-13,8.5
708719028,Prudence Guarin,2017-12-15,2015-11-07,9.5
872633615,Julietta Gawthorpe,2018-02-03,2016-02-21,1.9
404397470,Kora Habberjam,2019-03-26,2018-12-12,6.0
291905365,Gard Sturgess,2018-07-14,2017-08-16,7.5
426874088,Shelley Pepon,2016-06-07,2019-05-26,9.8
423061409,Vi De Lasci,2017-07-14,2016-06-20,6.7
727273426,Penny Bensusan,2018-12-09,2017-10-26,4.2
729635711,Hayyim Dedham,2019-06-28,2019-08-29,6.8
495250174,Obie Grebert,2019-10-04,2016-06-23,6.0
915154155,Ahmed Boncore,2016-08-16,2016-09-04,5.6
338067356,Nathanael Fieldsend,2019-08-08,2016-06-20,1.2
110700963,Tildie Petrichat,2017-10-25,2018-08-26,3.3
761494540,Wyndham Fruish,2018-07-31,2018-12-21,3.1
184217601,Melisent Dykes,2016-05-18,2018-12-01,2.9
193649461,Rayna Trubshaw,2018-01-13,2019-04-14,1.4
427182768,Cullin Cannop,2016-10-31,2017-08-02,7.6
815332111,Margaretha Oxshott,2019-09-08,2019-04-23,0.2
426948038,Arne Pyburn,2019-05-26,2019-06-07,9.1
875326446,Egon McCaighey,2019-03-11,2016-12-13,9.6
071908494,Berky Ruppeli,2016-01-08,2018-10-03,8.1
708218088,Brita Noe,2017-03-02,2018-02-03,2.6
407238005,Lida Domenico,2018-07-17,2017-12-08,8.7
252952894,Brandie Vauter,2018-08-20,2016-02-09,7.2
425975271,Dacey Siseland,2018-08-03,2016-11-01,2.2
266046466,Marijn Cuss,2019-02-17,2016-03-31,6.9
972332406,Duffie Beau,2019-03-29,2017-11-02,4.1
370672429,Kaitlin Jeune,2017-04-30,2018-03-24,0.2
735539869,Celie Kirkwood,2018-07-25,2018-08-30,4.4
143789040,Eustacia Ohms,2018-11-05,2017-07-31,9.6
248652386,Dael Hewlings,2019-02-25,2016-06-27,4.5
227271649,Kimberlee Darinton,2018-04-10,2017-10-17,7.2
531208671,Dagny Leete,2015-12-14,2018-05-19,3.0
089448523,Linnea Godon,2018-11-04,2019-04-25,9.8
266308399,Pepito Gunny,2018-01-02,2016-03-26,6.5
643383077,Georg Gallie,2018-07-26,2015-12-20,3.3
848503714,Fleur Sainsbury-Brown,2018-05-22,2019-06-29,7.8
029152859,Ninon MacTurlough,2016-01-04,2018-11-19,6.7
074686715,Neddie Edmundson,2017-08-05,2018-10-29,1.1
595161345,Regen Bowles,2017-01-10,2019-08-22,8.8
972977978,Alvis Pleager,2017-02-03,2018-08-23,5.5
055074375,Fayth Kurten,2017-06-10,2016-07-29,2.1
930549289,Afton Scholfield,2016-11-08,2015-12-04,1.0
119976820,Avigdor MacKeague,2017-11-20,2016-12-07,7.2
398937529,Drud Paton,2017-01-29,2016-01-21,9.4
105215507,Montgomery McClarence,2016-10-12,2016-10-30,3.9
139359886,Jobey Houlston,2018-06-27,2017-11-27,4.5
504893731,Maxwell Starford,2016-01-15,2018-03-07,6.2
047567125,Reagan Melchior,2018-02-14,2019-03-02,6.9
607405792,Angelique Kell,2019-08-03,2019-01-26,1.2
044621496,Tybalt Kubiak,2019-02-19,2018-11-27,2.4
630346620,Theresa Daymont,2016-10-28,2016-04-03,1.5
044434480,Finlay Matisoff,2017-02-05,2016-03-18,6.1
594155234,Bartholomeus Buret,2017-01-10,2018-04-28,1.2
343082135,Viv Dewey,2019-08-31,2017-11-12,5.0
030201097,Bee Lucia,2017-01-20,2017-05-09,9.2
977628077,Sandor Casaccia,2019-07-06,2016-11-30,0.6
559025024,Rubina Schirach,2016-04-19,2017-04-02,5.8
484857213,Cullan Mathie,2017-06-13,2018-05-20,5.6
173974612,Mariam Worham,2016-12-06,2019-02-14,6.0
273779602,Camel Godley,2017-02-18,2018-08-22,6.1
907876853,Tobit Durnan,2016-08-05,2019-05-05,4.2
765721580,Peyton Bruce,2019-10-02,2015-11-14,8.9
101993581,Clarissa Tillard,2018-07-31,2019-07-12,8.6
355014733,Amery Hurne,2019-07-15,2017-04-21,7.6
227793873,Craggie Fawlkes,2018-10-14,2016-09-06,6.3
322586502,Korie Sneddon,2019-03-29,2015-11-15,3.4
407642614,Alejandro Nockles,2017-12-16,2017-07-28,9.3
861127701,Barty Grebner,2017-11-11,2017-09-16,1.1
035701598,Nye Edgars,2018-06-13,2019-04-30,7.9
183691116,Randi Albiston,2019-03-08,2017-06-09,4.6
178223787,Rey Wonter,2017-12-19,2016-08-07,6.3
588139275,Marcellus Messer,2016-09-03,2017-02-20,3.1
746493681,Webb Christophersen,2016-08-27,2016-04-30,5.5
179613169,Lorena Beddon,2015-10-31,2017-06-22,4.7
464892320,Antonella McClancy,2017-09-12,2016-01-16,7.9
464898833,Egon Mollnar,2017-01-11,2016-04-16,9.6
962648580,Raymond Coppard,2018-11-23,2017-09-06,8.1
557214346,Sherie Frane,2019-08-07,2017-05-03,0.2
721542109,Wylie Message,2019-08-25,2017-09-29,4.6
242146687,Sherill Petschelt,2016-09-01,2017-10-20,7.7
789136188,Eugen Teaser,2019-08-26,2017-08-19,8.2
194569769,Saunderson Petschel,2017-05-01,2015-12-25,2.9
403258193,Karia Hampe,2019-04-17,2017-01-20,9.1
974325244,Ronny Adshede,2019-06-24,2018-03-25,8.8
143111058,Frasco Kaesmans,2019-04-04,2017-02-05,1.3
427490446,Friedrich Buddington,2017-08-10,2016-05-23,0.1
069419871,Jamal Bourthouloume,2019-02-07,2017-04-12,5.8
245947335,Whit Kitchinghan,2018-05-15,2019-07-30,0.7
524796132,Tallie Buxy,2017-02-24,2019-06-10,5.5
142247662,Reidar Swannack,2017-06-18,2018-05-06,5.8
642581572,Claribel Rosenauer,2017-06-30,2017-12-13,9.9
626232344,Cozmo Birden,2015-11-29,2018-06-05,0.4
521806101,Lynnette Geke,2015-10-13,2015-12-02,4.0
953330938,Marita Bernardini,2019-05-20,2017-12-31,8.3
516699727,Kelley Busen,2017-04-07,2016-09-21,6.3
690844668,Rogers McCutheon,2017-01-14,2019-02-11,6.2
243005133,Vivien Chastanet,2019-10-03,2018-09-17,5.7
911844509,Eldon Korting,2019-01-01,2018-08-07,2.5
821960307,Shelli Revie,2019-01-16,2016-10-04,4.9
921337224,Emile Chanter,2017-06-25,2018-05-13,7.9
582324497,Desi Scarratt,2019-08-10,2019-01-06,6.3
590009024,Melisse Moresby,2019-09-09,2015-10-17,2.2
381529393,Annice MacNaughton,2016-05-11,2016-07-07,1.5
309274087,Fanya Krabbe,2017-10-20,2017-11-04,0.4
934087763,Eryn Lamyman,2016-11-14,2018-02-07,1.6
087124101,Maye Fardo,2018-12-25,2018-01-02,1.5
594640471,Nonie Harg,2017-08-25,2017-03-06,5.8
060052281,Feliza Trippitt,2016-02-04,2017-12-27,2.0
927071029,Kristofer Douris,2017-11-11,2018-09-04,7.5
758014895,Maureen Dunlop,2017-06-02,2016-08-31,1.7
771225296,Amaleta Camillo,2017-07-27,2017-01-06,8.1
287588268,Noel McAnulty,2017-05-13,2017-09-13,3.7
012433163,Ladonna Evennett,2016-09-14,2017-07-14,5.1
960311483,Legra Cridland,2017-10-30,2016-02-13,3.4
934862548,Odessa Ensten,2018-11-15,2019-08-28,0.1
228494978,Pietrek Pottle,2016-09-23,2019-03-03,9.6
338336131,Saxe Rhule,2016-09-11,2018-01-04,5.4
239044748,Norah Melvin,2018-03-28,2017-03-09,1.5
724502031,Serge Grigorini,2016-07-10,2018-04-26,0.9
539235101,Neely Linder,2017-07-09,2015-12-16,3.9
302899262,Tally Amey,2018-06-12,2018-04-21,4.2
676174452,Andy Lindwall,2019-09-20,2017-05-06,2.0
848863724,Beniamino Seebright,2019-07-18,2018-04-02,0.1
916131609,Rebe Heijne,2019-09-25,2017-11-02,7.9
711883375,Khalil Peskett,2016-12-09,2017-07-23,9.0
539870968,Abbott Bernardotti,2016-12-31,2018-09-19,4.0
009596673,Moises Knight,2018-09-13,2017-06-29,5.7
933758403,Prescott Scutcheon,2018-04-14,2018-08-30,4.4
651709254,Arliene MacNamee,2016-11-18,2017-07-09,9.5
602122185,Lindsy Slimon,2016-03-24,2019-05-02,5.6
690259004,Beverlee Brunini,2016-03-31,2017-07-12,9.9
376449479,Merline Jefferson,2018-10-11,2015-11-06,5.0
112725963,Currie Collinwood,2018-09-28,2017-01-02,8.1
171559857,Delinda Tamblingson,2017-07-13,2018-11-14,9.4
549226764,Eddy Nannizzi,2016-04-12,2016-04-09,2.9
667176801,Correy Scotson,2016-11-07,2018-11-15,6.5
843650813,Saunder Hulburt,2018-05-10,2016-11-30,2.2
448439430,Si Paoletti,2018-09-19,2016-02-10,1.7
359092247,Haydon Axelbee,2015-11-15,2019-07-27,9.6
292479799,Consuelo Eadon,2017-10-15,2016-02-08,8.1
443710729,Lois Luc,2017-05-15,2018-08-11,9.6
027139303,Godart Giblett,2016-04-07,2019-08-20,8.5
649209152,Lorelei Orys,2017-07-11,2019-03-01,1.8
701542015,Bret Bremner,2017-04-11,2016-02-14,3.6
980173676,Rubetta Thridgould,2019-07-28,2019-03-08,6.1
865899986,Electra Van Halen,2018-09-17,2017-06-14,3.1
226212740,Nevin Tregea,2018-05-16,2017-05-03,1.9
169768812,Olivette Eckert,2018-07-25,2015-12-22,7.1
998055528,Cobb Conkie,2017-02-28,2017-08-05,7.3
125988956,Allin Remirez,2019-01-22,2018-02-21,4.8
874833318,Laraine Nurdin,2019-02-14,2018-06-01,2.5
547499811,Cristen Asplin,2017-03-02,2017-12-09,3.0
655742866,Jaimie Hamber,2016-07-07,2019-02-03,4.8
231359966,Helaina Belham,2018-08-16,2016-12-02,9.6
107110917,Diarmid Lambregts,2017-01-16,2017-12-15,8.8
990276642,Willie Doy,2018-10-01,2019-08-18,5.9
830585911,Deerdre Beran,2019-08-03,2018-01-07,6.5
981608288,Cchaddie Hawkswell,2019-04-28,2016-12-08,3.5
541181974,Birgitta Egle of Germany,2017-04-21,2019-01-16,0.8
648041842,Darryl Lyst,2018-01-04,2018-07-11,1.7
211320796,Stephi Pauleit,2016-12-04,2016-11-24,0.5
076977898,Huntington Bampforth,2016-10-05,2019-01-21,9.0
188001198,Riki Connell,2018-10-04,2019-04-23,4.4
381236859,Jessee Wybrow,2018-04-23,2015-12-05,9.6
820248808,Roseanne Petrenko,2018-09-23,2016-01-26,2.8
746013104,Modestine Slayford,2018-05-20,2016-02-17,2.2
200447255,Abagail Harrald,2016-09-23,2019-03-21,9.7
317031290,Aldric Roddick,2019-05-19,2018-01-09,2.6
747233583,Verine Oxbury,2016-11-23,2017-05-19,1.2
511255323,Orv Dahlback,2017-09-17,2017-07-30,5.3
772610545,Ervin McCaskill,2015-10-20,2018-10-22,7.9
389667686,Lorene Janauschek,2016-11-01,2017-04-03,4.8
792356145,Bellina Salzburg,2017-07-24,2017-06-15,1.8
811077272,Ashley Hopkyns,2019-04-14,2016-10-11,4.9
534151567,Gabriel Ary,2019-03-20,2017-02-02,1.5
106056991,Ganny Beeswing,2016-08-01,2016-06-16,1.5
625484485,Kiley Ferrarotti,2019-01-30,2018-09-09,5.4
066341367,Ethelda Mustarde,2019-07-09,2019-08-22,9.1
940222983,Bartram Widmoor,2018-02-10,2019-03-30,9.1
817530341,Clevey Weymont,2017-10-25,2016-09-27,8.3
809864021,Glen Iorillo,2017-01-19,2018-01-12,5.1
868860890,Geri Gilhespy,2016-10-25,2017-09-01,3.9
592603427,Delly Wathey,2018-12-11,2016-12-29,8.7
426926561,Goldy Dillestone,2017-04-16,2017-11-04,9.9
416000056,Brianne Ebbens,2018-04-02,2016-12-01,3.8
722808093,Portie Huckell,2017-03-18,2017-08-21,3.0
550393058,Alric Roberts,2016-07-20,2017-06-05,1.2
320706464,Camey Puttick,2019-10-06,2017-03-06,5.2
817731188,Raye Lodewick,2015-10-22,2018-01-31,3.0
738905132,Dyanne Haslam,2016-08-15,2016-07-09,5.3
729694450,Josee Picken,2015-11-22,2018-02-17,0.4
300207109,Hamil Menier,2019-02-06,2019-02-19,7.8
093006754,Genna Pappin,2018-08-17,2018-01-28,8.9
803746553,Cornie Le Breton,2017-09-14,2019-09-15,7.9
729167712,Thornton Wooler,2016-01-15,2016-02-15,7.8
975854566,Jory Whyberd,2019-07-28,2017-06-18,1.7
191532481,Carce Rumbellow,2016-09-12,2016-12-03,8.8
296901617,Aveline Beviss,2019-07-04,2016-10-06,7.9
141209976,Udale Hassent,2016-03-04,2018-08-01,8.1
190130207,Kevon Bisgrove,2015-11-22,2019-07-09,7.5
562236121,Sula Chable,2019-08-28,2017-06-18,0.9
386207909,Jarib Cardenosa,2019-08-01,2019-06-08,4.4
532110408,Alex Overil,2016-03-23,2019-01-18,6.3
518395141,Johann Broggelli,2019-09-14,2019-01-12,2.9
349831624,Pyotr Skoggings,2016-12-28,2018-08-24,7.3
113101999,Laurice Tolmie,2017-09-23,2016-09-27,2.5
493907435,Hashim Charer,2016-12-09,2019-05-07,7.5
112484894,Rancell De Roeck,2019-02-19,2018-02-09,4.6
570885615,Dolf Dufer,2019-02-01,2016-03-11,4.3
526135256,Stevy Kelner,2018-05-20,2018-02-17,9.5
861895194,Adrian Ashborn,2018-11-30,2019-03-07,4.0
941821340,Cathyleen Gemlbett,2018-07-23,2016-04-18,2.8
178330804,Timothy Starling,2016-11-23,2018-08-28,5.9
999329740,Krispin Licciardi,2016-12-24,2015-11-27,4.5
391507310,Shari Munnis,2016-11-17,2019-09-15,3.3
778289191,Shirline Mesnard,2016-12-06,2016-10-11,7.8
267657639,Elysee Pelosi,2016-07-12,2019-02-08,9.7
617674630,Terra Hlavecek,2016-08-06,2016-01-10,0.6
169771073,Edsel Skelly,2016-08-13,2016-01-20,1.0
198528245,Wade Earl,2016-02-19,2018-04-19,1.3
146474299,Simmonds Yushkin,2017-06-24,2017-10-27,5.2
997196390,Lanette Blumer,2017-05-16,2018-04-23,7.1
563235399,Parnell Humble,2019-03-11,2019-01-12,8.3
547055164,Fulvia Nozzolinii,2015-10-18,2016-11-26,5.2
996608470,Marena Beningfield,2016-06-30,2016-05-02,6.3
825665494,Doralia Dagnan,2016-04-09,2018-06-22,2.7
097189841,Pippa Ewles,2016-04-30,2016-10-29,6.4
023019986,Zacharia Lightwing,2016-04-24,2017-04-12,7.9
821139818,Garwin Kroon,2016-01-26,2019-02-02,7.0
600357046,Melinde Glenister,2017-01-27,2018-06-10,4.7
671356955,Emile De Pietri,2019-04-27,2018-08-15,6.5
963219628,Gunilla Gearty,2019-08-26,2015-12-03,5.6
697761179,Hunter Pidon,2019-05-26,2018-03-22,4.2
124577895,Gawain Chilles,2019-07-17,2019-06-22,4.9
956180829,Simmonds Lundberg,2016-01-05,2017-03-25,5.6
522773888,Kiri Hasslocher,2018-10-16,2016-05-29,7.3
561139604,Gerik Ciardo,2016-06-11,2018-02-12,8.2
322765209,Ardelis Rawsthorne,2018-09-17,2018-07-13,9.7
478766659,Cyndy Utterson,2019-07-04,2016-02-19,3.8
082060971,Darnall Bygreaves,2016-11-20,2019-02-03,2.0
691528890,Goddart Delbergue,2018-12-26,2017-11-04,9.9
696418274,Bernette Rosenbloom,2018-09-22,2018-06-15,0.1
002924300,Sissie Charles,2017-07-27,2018-05-09,9.1
717800739,Hanny Dionisetti,2018-12-22,2017-01-06,3.5
762039116,Annora Gallifont,2017-02-19,2017-08-15,9.1
399240381,Misti Chason,2019-09-15,2019-08-29,6.3
846346092,Shelli Leyninye,2019-08-27,2018-03-18,5.7
326779808,Lurette Collen,2016-12-26,2015-10-16,5.1
523192947,Paulita Lovstrom,2018-04-06,2019-02-17,9.9
535399892,Garvy Daunay,2017-03-29,2017-05-16,7.9
672191258,Silvia Shergold,2017-08-13,2016-02-02,0.3
907787368,Bjorn Denney,2018-04-12,2019-03-16,5.0
071909958,Stacie Rouge,2017-05-02,2018-03-21,5.8
415683646,Ariel Scough,2019-05-22,2015-11-03,0.6
640621119,Shanna Beel,2019-01-01,2017-09-12,6.1
819335825,Thorpe Pickersail,2017-01-06,2019-07-26,5.5
028924547,Dorelle Beldon,2015-10-12,2015-10-23,2.7
718680538,Kenyon Bloxsome,2018-04-24,2017-02-24,8.1
677985889,Edvard Bisgrove,2018-10-17,2018-07-19,2.5
260206130,Kristal Seman,2017-01-21,2018-12-05,5.0
036804765,Theresina Aloshikin,2016-08-20,2017-07-06,6.4
435103332,Griffin Casel,2019-07-13,2017-09-06,6.6
420805822,Jaimie Blampy,2018-01-27,2017-02-28,4.7
501780020,Godfrey Gabbatiss,2018-01-15,2016-06-17,8.0
495305320,Pieter Bruhke,2019-09-07,2019-07-04,7.5
797802304,Addia Cosham,2018-09-28,2019-06-04,3.7
205695945,Corrine Nottingham,2018-02-22,2016-05-20,7.9
999425415,Yetta Lesley,2016-02-16,2017-12-23,5.1
559554529,Yard Taveriner,2019-10-01,2016-09-04,2.8
997361372,Jarrid Quickfall,2015-12-07,2018-01-18,4.3
447017048,Killie Sabater,2018-06-21,2016-04-19,4.5
820114254,Loutitia Hallgalley,2016-06-13,2018-01-28,7.8
827635199,Aurthur Magnus,2016-07-23,2017-07-25,6.1
584091637,Newton Laux,2015-12-26,2017-01-25,9.2
227225400,Kitty Griston,2019-07-06,2019-02-20,6.1
752488184,Sydelle Ulyat,2016-09-30,2017-06-03,1.4
435827750,Peder Tynan,2016-08-12,2016-03-17,5.9
546824920,Nada Shorter,2019-04-11,2019-09-14,6.4
486752411,Kimmie MacAlaster,2017-10-27,2019-05-17,4.9
221722463,Graehme Peacop,2019-05-17,2017-09-14,3.2
912241492,Shadow Lafoy,2017-05-21,2017-05-13,7.9
079243552,Sharron Ratke,2018-10-04,2018-03-08,6.0
121954190,Antonetta Brecher,2016-09-18,2018-06-11,6.9
344992664,Trevar Tiery,2018-09-24,2018-03-07,5.0
267040967,Saxon Esp,2017-01-25,2019-07-21,5.5
196462555,Pepito O'Calleran,2019-08-22,2016-11-18,7.7
655440155,Barde Poytres,2016-10-01,2016-11-01,5.3
110675757,Vivianna Branford,2018-04-28,2015-11-01,4.2
602534869,Colin Gadson,2016-06-10,2017-05-21,2.1
